data,temperatura,chuva,umidade
2022-01-05,29.4,6.1,90.8
2022-01-06,28.8,2.5,85.4
2022-01-07,30.9,2.8,63.9
2022-01-08,33.0,4.7,74.3
2022-01-09,31.0,2.7,91.0
2022-01-10,22.5,3.1,61.7
2022-01-11,24.2,6.0,93.6
2022-01-12,26.1,7.2,83.8
2022-01-13,28.1,7.1,82.1
2022-01-14,29.6,7.1,69.5
2022-01-15,25.8,1.6,68.7
2022-01-16,28.6,2.6,93.0
2022-01-17,25.7,5.1,70.4
2022-01-18,26.2,10.4,87.1
2022-01-19,23.8,20.9,73.8
2022-01-20,25.2,6.3,64.9
2022-01-21,23.9,8.3,60.4
2022-01-22,25.1,1.4,79.0
2022-01-23,31.2,8.2,94.2
2022-01-24,25.2,17.4,72.9
2022-01-25,35.9,2.6,72.5
2022-01-26,29.5,3.2,72.0
2022-01-27,28.6,9.1,78.2
2022-01-28,25.4,5.1,75.4
2022-01-29,30.1,0.6,90.8
2022-01-30,26.3,3.3,77.7
2022-01-31,28.4,12.9,77.8
2022-02-01,35.7,4.0,64.8
2022-02-02,27.7,4.0,94.4
2022-02-03,31.4,8.7,68.7
2022-02-04,25.9,6.4,62.6
2022-02-05,27.9,3.8,83.2
2022-02-06,33.3,3.0,80.8
2022-02-07,26.1,27.3,74.5
2022-02-08,33.4,11.5,74.8
2022-02-09,30.1,7.1,87.5
2022-02-10,26.3,7.4,66.8
2022-02-11,29.9,4.5,88.7
2022-02-12,30.9,6.4,82.7
2022-02-13,29.9,4.2,74.7
2022-02-14,23.3,2.4,76.0
2022-02-15,25.8,6.6,69.0
2022-02-16,27.3,3.9,86.3
2022-02-17,27.8,6.8,78.0
2022-02-18,29.9,7.7,71.2
2022-02-19,28.5,7.1,80.9
2022-02-20,24.0,2.2,94.9
2022-02-21,29.1,3.6,75.2
2022-02-22,29.8,3.9,92.2
2022-02-23,29.7,9.8,72.1
2022-02-24,31.2,9.5,61.9
2022-02-25,30.5,2.7,67.1
2022-02-26,29.4,1.5,74.7
2022-02-27,27.8,21.5,67.7
2022-02-28,23.0,6.9,60.0
2022-03-01,29.3,1.3,92.0
2022-03-02,28.6,3.1,89.5
2022-03-03,28.8,10.1,86.0
2022-03-04,24.2,18.2,65.9
2022-03-05,24.8,16.3,64.2
2022-03-06,31.2,6.7,62.4
2022-03-07,27.9,5.0,85.3
2022-03-08,30.0,2.0,92.5
2022-03-09,28.1,5.3,75.1
2022-03-10,28.1,2.3,64.2
2022-03-11,30.8,3.6,77.9
2022-03-12,26.5,9.1,72.2
2022-03-13,28.3,4.1,73.1
2022-03-14,26.6,3.9,81.7
2022-03-15,26.7,4.8,85.2
2022-03-16,27.1,23.6,63.9
2022-03-17,28.7,1.8,61.2
2022-03-18,26.6,6.2,94.8
2022-03-19,31.8,15.4,68.1
2022-03-20,25.3,4.8,61.9
2022-03-21,27.4,11.4,66.6
2022-03-22,26.7,1.4,61.4
2022-03-23,32.3,4.3,73.7
2022-03-24,28.6,2.5,88.1
2022-03-25,31.1,4.8,71.9
2022-03-26,23.5,4.8,75.5
2022-03-27,28.8,5.2,83.6
2022-03-28,30.7,9.1,77.8
2022-03-29,28.2,0.4,90.2
2022-03-30,31.2,3.0,90.3
2022-03-31,26.4,5.9,60.3
2022-04-01,32.2,0.7,87.2
2022-04-02,34.9,7.8,76.1
2022-04-03,26.9,3.0,94.6
2022-04-04,26.7,4.3,76.9
2022-04-05,32.4,9.3,94.5
2022-04-06,32.7,11.7,86.4
2022-04-07,26.4,8.0,68.7
2022-04-08,26.7,1.8,78.8
2022-04-09,27.2,7.7,94.7
2022-04-10,24.0,8.1,90.0
2022-04-11,25.2,7.0,63.4
2022-04-12,25.0,13.0,84.7
2022-04-13,25.7,5.3,72.1
2022-04-14,27.9,12.7,60.2
2022-04-15,28.7,12.6,74.1
2022-04-16,32.7,8.2,68.2
2022-04-17,25.0,6.2,88.7
2022-04-18,31.0,7.0,71.8
2022-04-19,27.4,14.9,89.0
2022-04-20,27.9,10.4,60.0
2022-04-21,30.0,2.0,70.8
2022-04-22,24.6,6.7,68.4
2022-04-23,29.1,2.4,68.2
2022-04-24,28.5,2.9,62.4
2022-04-25,29.5,3.7,66.5
2022-04-26,28.9,1.3,79.4
2022-04-27,35.4,2.2,70.2
2022-04-28,26.1,13.5,74.6
2022-04-29,26.4,2.9,73.2
2022-04-30,26.1,9.1,90.7
2022-05-01,26.3,5.7,91.7
2022-05-02,26.1,7.5,77.3
2022-05-03,31.6,7.7,71.6
2022-05-04,32.3,2.2,63.7
2022-05-05,26.3,9.1,93.4
2022-05-06,25.5,1.6,62.1
2022-05-07,29.4,2.8,70.4
2022-05-08,26.3,7.6,70.4
2022-05-09,29.9,2.0,71.2
2022-05-10,28.6,0.6,65.8
2022-05-11,23.5,6.5,87.4
2022-05-12,32.6,1.1,64.3
2022-05-13,33.4,8.1,82.2
2022-05-14,26.2,3.9,64.3
2022-05-15,26.8,6.4,62.5
2022-05-16,28.9,6.3,91.8
2022-05-17,29.0,8.5,66.7
2022-05-18,30.0,7.8,88.7
2022-05-19,34.0,2.0,79.1
2022-05-20,27.5,4.1,62.7
2022-05-21,25.6,6.4,93.4
2022-05-22,23.9,12.8,68.6
2022-05-23,25.8,7.8,90.1
2022-05-24,27.9,12.1,65.9
2022-05-25,33.4,6.7,89.9
2022-05-26,26.4,10.5,60.5
2022-05-27,28.7,6.0,77.9
2022-05-28,28.0,10.2,86.9
2022-05-29,31.6,3.8,92.7
2022-05-30,35.6,13.8,91.8
2022-05-31,26.4,7.2,88.7
2022-06-01,26.5,1.3,91.1
2022-06-02,31.1,6.6,67.0
2022-06-03,30.0,7.8,69.9
2022-06-04,33.5,9.3,70.1
2022-06-05,29.8,17.0,73.2
2022-06-06,26.9,3.3,73.8
2022-06-07,29.8,17.1,79.1
2022-06-08,31.3,5.0,65.6
2022-06-09,30.5,2.6,84.2
2022-06-10,29.5,3.3,65.9
2022-06-11,31.2,7.5,70.9
2022-06-12,31.5,2.3,77.6
2022-06-13,32.1,3.8,87.9
2022-06-14,29.9,6.4,85.9
2022-06-15,27.5,13.8,82.6
2022-06-16,28.4,9.1,65.5
2022-06-17,31.6,5.2,79.1
2022-06-18,25.5,7.5,63.1
2022-06-19,29.1,6.0,73.2
2022-06-20,26.8,1.7,74.5
2022-06-21,28.1,15.3,61.4
2022-06-22,31.8,13.9,69.6
2022-06-23,28.6,4.7,93.4
2022-06-24,28.1,3.4,93.4
2022-06-25,23.9,1.8,72.3
2022-06-26,30.2,7.8,61.5
2022-06-27,29.9,7.9,66.3
2022-06-28,34.5,2.5,73.7
2022-06-29,27.1,6.0,93.2
2022-06-30,28.7,8.9,64.9
2022-07-01,28.7,3.3,86.7
2022-07-02,32.7,4.3,63.8
2022-07-03,27.7,4.2,94.3
2022-07-04,28.8,2.6,73.4
2022-07-05,29.8,4.3,87.1
2022-07-06,28.6,1.1,72.0
2022-07-07,26.7,4.1,82.0
2022-07-08,28.6,4.1,66.7
2022-07-09,31.2,4.8,65.1
2022-07-10,24.9,7.1,92.8
2022-07-11,28.4,1.6,92.1
2022-07-12,25.9,2.0,91.1
2022-07-13,31.6,2.6,81.9
2022-07-14,23.4,1.5,88.3
2022-07-15,26.3,7.7,62.4
2022-07-16,29.1,3.1,71.7
2022-07-17,32.7,4.9,71.0
2022-07-18,27.8,2.4,82.2
2022-07-19,26.3,3.7,72.5
2022-07-20,33.6,6.3,65.2
2022-07-21,23.7,6.5,80.9
2022-07-22,21.4,2.0,88.5
2022-07-23,29.3,4.7,73.4
2022-07-24,26.5,2.4,64.6
2022-07-25,24.9,4.6,66.9
2022-07-26,30.1,2.9,68.3
2022-07-27,28.7,16.0,70.5
2022-07-28,26.3,8.9,82.5
2022-07-29,24.2,6.7,81.0
2022-07-30,30.6,4.0,84.4
2022-07-31,30.0,9.0,72.7
2022-08-01,27.7,4.8,88.8
2022-08-02,33.5,14.9,67.1
2022-08-03,24.8,9.7,76.4
2022-08-04,23.4,3.7,88.0
2022-08-05,25.9,13.8,66.3
2022-08-06,27.9,4.0,63.8
2022-08-07,28.7,16.6,90.9
2022-08-08,27.3,14.3,72.0
2022-08-09,29.1,6.2,83.9
2022-08-10,24.2,1.1,60.9
2022-08-11,32.3,5.9,84.2
2022-08-12,27.8,1.8,71.1
2022-08-13,31.4,3.0,62.0
2022-08-14,29.0,3.2,81.3
2022-08-15,29.4,1.8,68.4
2022-08-16,29.7,5.9,73.5
2022-08-17,29.3,2.7,62.8
2022-08-18,29.9,4.2,65.2
2022-08-19,32.0,3.2,70.4
2022-08-20,28.6,7.1,63.1
2022-08-21,30.1,6.8,91.9
2022-08-22,27.7,3.9,60.2
2022-08-23,32.3,7.4,76.9
2022-08-24,26.0,11.4,64.3
2022-08-25,33.4,0.5,70.8
2022-08-26,27.9,3.1,92.4
2022-08-27,23.7,2.2,65.7
2022-08-28,28.4,2.8,93.8
2022-08-29,26.0,0.4,67.2
2022-08-30,30.5,0.5,86.0
2022-08-31,26.0,3.3,79.1
2022-09-01,26.7,3.2,91.0
2022-09-02,22.3,12.5,79.4
2022-09-03,26.6,5.6,78.7
2022-09-04,20.7,7.2,66.8
2022-09-05,23.2,40.8,65.8
2022-09-06,30.3,15.1,92.1
2022-09-07,30.4,4.8,71.5
2022-09-08,29.3,3.5,73.0
2022-09-09,25.1,3.1,86.6
2022-09-10,27.9,6.4,71.9
2022-09-11,28.0,3.6,93.3
2022-09-12,24.5,1.8,85.8
2022-09-13,32.5,3.2,80.9
2022-09-14,30.6,6.5,90.8
2022-09-15,27.3,8.2,61.7
2022-09-16,28.1,16.1,69.0
2022-09-17,28.6,5.4,76.3
2022-09-18,21.9,11.9,67.9
2022-09-19,27.3,4.3,86.0
2022-09-20,26.0,4.8,92.2
2022-09-21,25.0,4.6,74.8
2022-09-22,27.2,5.9,72.0
2022-09-23,33.4,9.2,93.7
2022-09-24,29.9,3.4,75.6
2022-09-25,26.3,2.3,77.1
2022-09-26,29.7,9.7,72.3
2022-09-27,32.2,9.2,91.8
2022-09-28,30.8,13.1,79.9
2022-09-29,28.2,3.0,86.7
2022-09-30,26.1,4.2,88.4
2022-10-01,30.1,9.9,72.0
2022-10-02,29.2,3.4,75.2
2022-10-03,30.7,7.9,89.7
2022-10-04,29.9,4.3,72.7
2022-10-05,31.1,6.4,87.8
2022-10-06,26.4,1.7,92.9
2022-10-07,32.0,5.3,81.8
2022-10-08,28.6,11.3,86.0
2022-10-09,34.2,8.7,88.2
2022-10-10,25.9,2.2,89.6
2022-10-11,33.2,15.3,73.8
2022-10-12,28.6,10.8,61.8
2022-10-13,26.0,1.8,74.1
2022-10-14,26.5,3.2,83.6
2022-10-15,27.0,1.9,75.8
2022-10-16,29.3,6.5,86.2
2022-10-17,29.6,3.1,72.5
2022-10-18,26.3,0.6,82.2
2022-10-19,27.9,4.7,66.5
2022-10-20,34.4,9.4,86.2
2022-10-21,33.2,5.4,79.1
2022-10-22,29.3,7.4,67.1
2022-10-23,28.1,5.8,70.2
2022-10-24,28.4,8.4,86.2
2022-10-25,29.8,6.2,76.9
2022-10-26,24.9,4.5,67.6
2022-10-27,27.2,5.4,93.9
2022-10-28,23.0,13.5,85.0
2022-10-29,29.2,7.7,93.5
2022-10-30,29.9,2.1,74.9
2022-10-31,26.6,5.3,76.6
2022-11-01,32.7,6.4,91.4
2022-11-02,24.3,4.4,78.4
2022-11-03,23.6,0.7,84.8
2022-11-04,28.7,2.4,68.8
2022-11-05,31.1,3.6,75.6
2022-11-06,33.1,16.5,64.3
2022-11-07,26.6,7.1,67.2
2022-11-08,31.2,1.1,60.0
2022-11-09,27.9,4.6,61.4
2022-11-10,27.5,12.1,94.2
2022-11-11,30.7,3.1,68.5
2022-11-12,30.0,10.2,83.2
2022-11-13,23.3,1.1,89.4
2022-11-14,32.4,0.1,79.3
2022-11-15,32.1,11.2,65.4
2022-11-16,26.1,3.4,85.5
2022-11-17,29.2,3.6,81.0
2022-11-18,29.5,5.8,85.6
2022-11-19,28.8,6.9,86.9
2022-11-20,26.3,0.2,94.1
2022-11-21,26.0,2.9,80.1
2022-11-22,27.9,5.2,72.0
2022-11-23,31.5,6.9,82.7
2022-11-24,29.6,2.1,62.4
2022-11-25,26.9,4.2,91.4
2022-11-26,30.3,3.1,64.2
2022-11-27,19.5,5.9,71.5
2022-11-28,31.4,11.0,88.6
2022-11-29,22.8,3.8,80.9
2022-11-30,26.9,1.3,73.8
2022-12-01,24.6,2.7,76.6
2022-12-02,24.1,15.2,89.9
2022-12-03,31.5,2.4,71.9
2022-12-04,26.6,1.6,90.4
2022-12-05,29.0,3.6,63.1
2022-12-06,27.9,4.6,87.2
2022-12-07,29.4,3.2,89.7
2022-12-08,28.2,1.1,66.4
2022-12-09,24.2,6.4,75.1
2022-12-10,31.0,5.9,65.8
2022-12-11,26.5,8.2,84.7
2022-12-12,23.3,5.8,78.7
2022-12-13,26.7,14.4,82.2
2022-12-14,32.5,8.6,66.9
2022-12-15,30.6,7.5,67.4
2022-12-16,27.0,11.2,61.5
2022-12-17,27.0,5.6,71.3
2022-12-18,27.0,4.3,79.6
2022-12-19,34.2,6.3,90.0
2022-12-20,29.1,0.6,83.3
2022-12-21,29.3,5.6,75.2
2022-12-22,31.1,4.6,93.4
2022-12-23,28.7,6.8,85.2
2022-12-24,27.2,10.2,92.6
2022-12-25,27.4,7.6,78.5
2022-12-26,27.8,2.7,69.1
2022-12-27,27.9,9.1,61.8
2022-12-28,30.2,14.5,85.4
2022-12-29,28.2,10.4,64.2
2022-12-30,30.2,1.5,70.6
2022-12-31,27.8,7.6,78.6
